Seungriho,2021,6.6,21980,Action; Adventure; Drama,,,,,,,,,
Career Opportunities,1991,5.9,13072,Comedy; Romance,,,,,,,,,
Thelma,2017,7,29030,Drama; Fantasy; Horror,,,,,,,,,
Keeping Up with the Kardashians,2017,2.8,28336,Drama; Family; Reality-TV,,,,,,,,,
Now You See Me 2,2016,6.5,266626,Action; Adventure; Comedy,,,,,,,,,
You've Got Mail,1998,6.7,203501,Comedy; Drama; Romance,,,,,,,,,
Holidate,2020,6.1,53195,Comedy; Romance,,,,,,,,,
The Boy,2016,6,85863,Horror; Mystery; Thriller,,,,,,,,,
Mowgli,2018,6.5,59283,Adventure; Drama; Fantasy,,,,,,,,,
Hercules,2014,6,151181,Action; Adventure; Fantasy,,,,,,,,,
High School Musical,2006,5.5,84460,Comedy; Drama; Family,,,,,,,,,
House,1985,6.2,25116,Comedy; Fantasy; Horror,,,,,,,,,
Guardians of the Galaxy Vol. 3,2023,No Rate,No Votes,Action; Adventure; Comedy,,,,,,,,,
Buddy Games,2019,4.8,4781,Comedy,,,,,,,,,
American Housewife,2019,7.4,8629,Comedy,,,,,,,,,
Ginger Snaps,2000,6.8,44739,Drama; Fantasy; Horror,,,,,,,,,
My Wife and Kids,2000,6.9,26429,Comedy; Family,,,,,,,,,
The Girl in the Spider's Web,2018,6.1,44767,Action; Crime; Drama,,,,,,,,,
Friday the 13th: A New Beginning,1985,4.8,36377,Horror; Mystery; Thriller,,,,,,,,,
The King's Speech,2010,8,657606,Biography; Drama; History,,,,,,,,,
Operation Fortune: Ruse de guerre,2022,No Rate,No Votes,Action; Thriller,,,,,,,,,
Blue Mountain State,2022,8.3,50584,Comedy; Sport,,,,,,,,,
All Good Things,2010,6.3,54689,Crime; Drama; Mystery,,,,,,,,,
xXx,2002,5.9,176676,Action; Adventure; Thriller,,,,,,,,,
Bound,1996,7.3,53116,Crime; Thriller,,,,,,,,,
La montaña sagrada,1973,7.9,40174,Adventure; Drama; Fantasy,,,,,,,,,
Eden Lake,2008,6.8,80918,Horror; Thriller,,,,,,,,,
Osmosis Jones,2001,6.3,34446,Animation; Action; Adventure,,,,,,,,,
Shiva Baby,2020,7.1,11644,Comedy; Drama,,,,,,,,,
Det som göms i snö,2020,7.4,2184,Crime; Drama; Mystery,,,,,,,,,
Father of the Bride Part 3 (ish),2020,7,790,Short; Family,,,,,,,,,
Moonshine,2020,5.7,257,Comedy; Drama,,,,,,,,,
Hill Street Blues,2020,8.1,8211,Crime; Drama; Mystery,,,,,,,,,
Life in Pieces,2020,8,13972,Comedy,,,,,,,,,
The Shallows,2016,6.3,126693,Action; Drama; Horror,,,,,,,,,
Elizabeth,1998,7.4,96045,Biography; Drama; History,,,,,,,,,
Green Room,2015,7,114804,Horror; Thriller,,,,,,,,,
The Fighter,2010,7.8,352178,Biography; Drama; Sport,,,,,,,,,
Pitch Perfect 3,2017,5.8,60102,Comedy; Music,,,,,,,,,
Pushing Daisies,2017,8.3,55311,Comedy; Drama; Fantasy,,,,,,,,,
2 Fast 2 Furious,2003,5.9,263585,Action; Crime; Thriller,,,,,,,,,
We Can Be Heroes,2020,4.7,12866,Action; Comedy; Drama,,,,,,,,,
Anchorman 2: The Legend Continues,2013,6.3,174601,Comedy,,,,,,,,,
Gifted,2017,7.6,108082,Drama,,,,,,,,,
Master of None,2017,8.3,71255,Comedy; Drama,,,,,,,,,
Tears of the Sun,2003,6.6,117948,Action; Drama; Thriller,,,,,,,,,
Humans,2003,8,37949,Drama; Sci-Fi,,,,,,,,,
Hell Fest,2018,5.5,15810,Horror; Thriller,,,,,,,,,
Future Man,2018,7.7,23385,Action; Adventure; Comedy,,,,,,,,,
Triple Frontier,2019,6.4,117730,Action; Adventure; Crime,,,,,,,,,
Jigsaw,2017,5.8,74676,Crime; Horror; Mystery,,,,,,,,,
Orphan: First Kill,2017,No Rate,No Votes,Crime; Drama; Horror,,,,,,,,,
Family Ties,2017,7.2,17051,Comedy; Drama; Family,,,,,,,,,
The Legend of Tarzan,2016,6.2,170238,Action; Adventure; Drama,,,,,,,,,
Friday the 13th Part VI: Jason Lives,1986,6,42033,Horror; Thriller,,,,,,,,,
Mission: Impossible III,2006,6.9,341614,Action; Adventure; Thriller,,,,,,,,,
Catch the Bullet,2021,2.7,287,Western,,,,,,,,,
The Big Sick,2017,7.5,128327,Comedy; Drama; Romance,,,,,,,,,
Robots,2005,6.3,139148,Animation; Adventure; Comedy,,,,,,,,,
The Covenant,2006,5.3,48344,Action; Adventure; Fantasy,,,,,,,,,
Last Week Tonight with John Oliver,2006,8.9,83524,Comedy; History; News,,,,,,,,,
North by Northwest,1959,8.3,313003,Adventure; Mystery; Thriller,,,,,,,,,
Slap Shot,1977,7.3,35785,Comedy; Drama; Sport,,,,,,,,,
Fracture,2007,7.2,195218,Crime; Drama; Thriller,,,,,,,,,
Harold & Kumar Go to White Castle,2004,7,189060,Adventure; Comedy,,,,,,,,,
SurrealEstate,2004,7.2,1749,Drama; Fantasy; Mystery,,,,,,,,,
Madagascar,2005,6.9,381570,Animation; Adventure; Comedy,,,,,,,,,
A Boy Called Christmas,2021,No Rate,No Votes,Adventure; Drama; Family,,,,,,,,,
Silk Road,2021,5.9,4159,Crime; Drama; Thriller,,,,,,,,,
Wish Dragon,2021,7.2,19628,Animation; Adventure; Comedy,,,,,,,,,
The Boondocks,2021,8.4,28435,Animation; Action; Comedy,,,,,,,,,
Angel Has Fallen,2019,6.4,89225,Action; Thriller,,,,,,,,,
I Am Not Okay with This,2020,7.5,50427,Comedy; Drama; Fantasy,,,,,,,,,
Day of the Woman,1978,5.7,27313,Horror; Thriller,,,,,,,,,
Velvet Buzzsaw,2019,5.7,57549,Horror; Mystery; Thriller,,,,,,,,,
Carol,2015,7.2,122370,Drama; Romance,,,,,,,,,
Karppi,2015,7.3,7713,Crime; Drama; Mystery,,,,,,,,,
Planet Terror,2007,7,205242,Action; Comedy; Fantasy,,,,,,,,,
Clash of the Titans,1981,6.9,42909,Action; Adventure; Family,,,,,,,,,
Widows,2018,6.9,92464,Crime; Drama; Thriller,,,,,,,,,
The Exorcist,2018,8,27032,Drama; Horror; Mystery,,,,,,,,,
"As Above So Below",2014,6.2,85867,Horror; Mystery; Thriller,,,,,,,,,
Self/less,2015,6.5,95166,Action; Mystery; Sci-Fi,,,,,,,,,
Anna Karenina,2012,6.6,96200,Drama; Romance,,,,,,,,,
The Book of Life,2014,7.3,67658,Animation; Adventure; Comedy,,,,,,,,,
Medium,2014,7,27020,Crime; Drama; Fantasy,,,,,,,,,
Elf,2003,7,239380,Adventure; Comedy; Family,,,,,,,,,
Itaewon Keullasseu,2020,8.2,9194,Drama; Romance,,,,,,,,,
Channel Zero,2020,7.2,9962,Crime; Drama; Fantasy,,,,,,,,,
The House with a Clock in Its Walls,2018,6.1,49030,Comedy; Family; Fantasy,,,,,,,,,
Up in the Air,2009,7.4,326833,Comedy; Drama; Romance,,,,,,,,,
Lady of the Manor,2021,5.1,583,Comedy,,,,,,,,,
Being There,1979,8,70007,Comedy; Drama,,,,,,,,,
Alien: Resurrection,1997,6.2,238029,Action; Horror; Sci-Fi,,,,,,,,,
Melancholia,2011,7.2,174677,Drama; Sci-Fi,,,,,,,,,
Buck Rogers in the 25th Century,2011,6.9,8497,Action; Adventure; Sci-Fi,,,,,,,,,
Badehotellet,2011,7.7,2163,Comedy; Drama,,,,,,,,,
Resident Evil: Retribution,2012,5.4,137384,Action; Horror; Sci-Fi,,,,,,,,,
Six Minutes to Midnight,2020,5.8,3157,Drama; Thriller,,,,,,,,,
Changeling,2008,7.7,247155,Biography; Crime; Drama,,,,,,,,,
A Beautiful Day in the Neighborhood,2019,7.3,70101,Biography; Drama,,,,,,,,,
Atlantis: The Lost Empire,2001,6.9,111533,Animation; Action; Adventure,,,,,,,,,
Dracula,1958,7.3,23672,Drama; Horror,,,,,,,,,
The Day of the Jackal,1973,7.8,39310,Crime; Drama; Thriller,,,,,,,,,
Sherlock Holmes: A Game of Shadows,2011,7.5,435027,Action; Adventure; Mystery,,,,,,,,,
Blended,2014,6.5,125857,Comedy; Romance,,,,,,,,,
The Thing from Another World,1951,7.1,28599,Horror; Sci-Fi,,,,,,,,,
Gekijouban Nanatsu no Taizai: Hikari ni Norowareshi Mono-tachi,2021,6.5,409,Animation,,,,,,,,,
42,2013,7.5,90626,Biography; Drama; Sport,,,,,,,,,
France,2021,5.5,425,Comedy; Drama,,,,,,,,,
Some Like It Hot,1959,8.2,255093,Comedy; Music; Romance,,,,,,,,,
Hostel: Part II,2007,5.5,88047,Horror,,,,,,,,,
The Day the Earth Stood Still,2008,5.5,166954,Drama; Sci-Fi; Thriller,,,,,,,,,
Who's the Boss?,2008,6.6,12646,Comedy; Family; Romance,,,,,,,,,
One Day at a Time,2008,6.5,4215,Comedy,,,,,,,,,
Barbarella,1968,5.9,33883,Adventure; Comedy; Fantasy,,,,,,,,,
Mary Tyler Moore,1968,8.1,7755,Comedy,,,,,,,,,
Yakuza Princess,2021,4.4,598,Thriller,,,,,,,,,
Leprechaun,1993,4.8,25618,Comedy; Fantasy; Horror,,,,,,,,,
Wayward Pines,1993,7.4,53727,Drama; Mystery; Sci-Fi,,,,,,,,,
Ally McBeal,1993,6.8,32007,Comedy; Drama; Fantasy,,,,,,,,,
Quincy M.E.,1993,7.3,5835,Crime; Drama; Mystery,,,,,,,,,
Forsaken,2015,6.3,11134,Action; Drama; Western,,,,,,,,,
The People Under the Stairs,1991,6.4,33208,Comedy; Horror; Mystery,,,,,,,,,
[Rec],2007,7.4,172050,Horror; Mystery; Thriller,,,,,,,,,
Das Boot,1981,8.3,241213,Adventure; Drama; Thriller,,,,,,,,,
Come Play,2020,5.7,10730,Drama; Horror; Mystery,,,,,,,,,
Nosferatu,1922,7.9,92629,Fantasy; Horror,,,,,,,,,
Wo hu cang long,2000,7.8,261231,Action; Adventure; Fantasy,,,,,,,,,
The Dark and the Wicked,2020,6.1,13258,Horror,,,,,,,,,
Descendants 3,2019,6.6,6845,Action; Adventure; Drama,,,,,,,,,
The Emperor's New Groove,2000,7.4,190513,Animation; Adventure; Comedy,,,,,,,,,
Fantastic Four,2015,4.2,158942,Action; Adventure; Sci-Fi,,,,,,,,,
The Secret Life of Pets,2016,6.5,191683,Animation; Adventure; Comedy,,,,,,,,,
Steven Universe,2016,8.2,29457,Animation; Short; Action,,,,,,,,,
4400,2016,No Rate,No Votes,Drama; Sci-Fi,,,,,,,,,
Hulk,2003,5.6,259530,Action; Sci-Fi,,,,,,,,,
Fumetsu no Anata e,2003,8.8,4410,Animation; Adventure; Drama,,,,,,,,,
Ed Wood,1994,7.8,171031,Biography; Comedy; Drama,,,,,,,,,
Made for Love,1994,6.9,6726,Comedy; Drama; Sci-Fi,,,,,,,,,
Hotel Del Luna,2019,8.2,5842,Drama; Fantasy; Horror,,,,,,,,,
Grindhouse,2007,7.5,181545,Action; Horror; Thriller,,,,,,,,,
Case 39,2009,6.2,82689,Horror; Mystery; Thriller,,,,,,,,,
Chocolat,2000,7.2,184344,Drama; Romance,,,,,,,,,
Fast Five,2011,7.3,367689,Action; Adventure; Crime,,,,,,,,,
Spider-Man,2011,8.4,28885,Animation; Action; Adventure,,,,,,,,,
A Cure for Wellness,2016,6.4,92138,Drama; Fantasy; Horror,,,,,,,,,
Mystery Men,1999,6.1,65300,Action; Comedy; Fantasy,,,,,,,,,
World's Greatest Dad,2009,6.9,38191,Comedy; Drama,,,,,,,,,
In the Line of Fire,1993,7.2,98590,Action; Crime; Drama,,,,,,,,,
The Mummy: Tomb of the Dragon Emperor,2008,5.2,155713,Action; Fantasy; Horror,,,,,,,,,
Dark Matter,2008,7.5,40499,Adventure; Drama; Mystery,,,,,,,,,
Out of Death,2021,3.1,2674,Crime; Thriller,,,,,,,,,
The F Word,2013,6.8,74180,Comedy; Romance,,,,,,,,,
Swamp Thing,2019,7.5,22988,Action; Adventure; Drama,,,,,,,,,
The Cosby Show,2019,7.3,32823,Comedy; Family; Romance,,,,,,,,,
A Nightmare on Elm Street: The Dream Child,1989,5.1,43348,Fantasy; Horror,,,,,,,,,
Stage Door,1937,7.8,8117,Comedy; Drama,,,,,,,,,
The Adventures of Tintin,2011,7.3,223624,Animation; Action; Adventure,,,,,,,,,
Army Wives,2011,7.4,7376,Drama; Romance; War,,,,,,,,,
Leatherface,2017,5,21413,Crime; Horror; Thriller,,,,,,,,,
Marie Antoinette,2006,6.5,106318,Biography; Drama; History,,,,,,,,,
Kenpû Denki Berserk,2006,8.7,32672,Animation; Action; Adventure,,,,,,,,,
3 from Hell,2019,5.5,13273,Action; Horror,,,,,,,,,
Joy,2015,6.6,132595,Biography; Drama,,,,,,,,,
Homecoming,2015,7.5,22922,Drama; Mystery; Thriller,,,,,,,,,
Ice Age,2002,7.5,458655,Animation; Adventure; Comedy,,,,,,,,,
The Descendants,2011,7.3,237060,Comedy; Drama,,,,,,,,,
Raising Arizona,1987,7.3,132774,Comedy; Crime,,,,,,,,,
Spenser Confidential,2020,6.2,80152,Action; Comedy; Crime,,,,,,,,,
"Love Rosie",2014,7.2,130554,Comedy; Romance,,,,,,,,,
Last Action Hero,1993,6.4,144648,Action; Adventure; Comedy,,,,,,,,,
The Curse of Oak Island,1993,7,4799,Documentary; Reality-TV,,,,,,,,,
Insatiable,1993,6.5,25121,Comedy; Drama; Thriller,,,,,,,,,
Salem,1993,7.2,22882,Drama; Fantasy; Horror,,,,,,,,,
Lady Macbeth,2016,6.8,21774,Drama; Romance,,,,,,,,,
AINBO: Spirit of the Amazon,2021,4.7,933,Animation; Adventure; Comedy,,,,,,,,,
Laëtitia,2021,7,306,Biography; Crime; Drama,,,,,,,,,
You Were Never Really Here,2017,6.8,112318,Crime; Drama,,,,,,,,,
The Emoji Movie,2017,3.3,60357,Animation; Adventure; Comedy,,,,,,,,,
Monster's Ball,2001,7,86587,Drama; Romance,,,,,,,,,
Jaws 2,1978,5.8,75426,Adventure; Horror; Thriller,,,,,,,,,
Hotel Desire,2011,5.7,2730,Short; Drama; Romance,,,,,,,,,
American Assassin,2017,6.2,77056,Action; Thriller,,,,,,,,,
The Autopsy of Jane Doe,2016,6.8,107463,Horror; Mystery; Thriller,,,,,,,,,
Mortal Engines,2018,6.1,118303,Action; Adventure; Fantasy,,,,,,,,,
Saw 3D,2010,5.6,95141,Crime; Horror; Mystery,,,,,,,,,
PEN15,2010,8,7850,Comedy,,,,,,,,,
Sunset Blvd.,1950,8.4,211770,Drama; Film-Noir,,,,,,,,,
The Voices,2014,6.4,55877,Comedy; Crime; Fantasy,,,,,,,,,
Kung fu,2004,7.7,133212,Action; Comedy; Fantasy,,,,,,,,,
Revenge of the Nerds,1984,6.6,51589,Comedy,,,,,,,,,
The Midnight Sky,2020,5.6,78077,Drama; Fantasy; Sci-Fi,,,,,,,,,
Major League,1989,7.2,65689,Comedy; Sport,,,,,,,,,
Runaways,1989,7,24021,Action; Drama; Sci-Fi,,,,,,,,,
Sister Act,1992,6.4,93098,Comedy; Family; Music,,,,,,,,,
Koroshiya 1,2001,7,54235,Action; Comedy; Crime,,,,,,,,,
The Amityville Horror,1979,6.2,37554,Horror,,,,,,,,,
The Doors,1991,7.2,88443,Biography; Drama; Music,,,,,,,,,
Ghost Rider,2007,5.3,230200,Action; Fantasy; Thriller,,,,,,,,,
Swiss Army Man,2016,7,111412,Comedy; Drama; Fantasy,,,,,,,,,
Last of the Summer Wine,2016,7,2866,Comedy,,,,,,,,,
A Walk to Remember,2002,7.3,205083,Drama; Romance,,,,,,,,,
The Guernsey Literary and Potato Peel Pie Society,2018,7.4,41189,Drama; Romance; War,,,,,,,,,
Streets of Fire,1984,6.7,20167,Action; Crime; Drama,,,,,,,,,
The Tree of Life,2011,6.8,172419,Drama; Fantasy,,,,,,,,,
Victor Frankenstein,2015,6,54894,Drama; Horror; Sci-Fi,,,,,,,,,
Child's Play 2,1990,5.9,48261,Horror; Thriller,,,,,,,,,
Skyscraper,2018,5.8,114851,Action; Adventure; Thriller,,,,,,,,,
The Mountain Between Us,2017,6.4,71634,Action; Adventure; Drama,,,,,,,,,
Colombiana,2011,6.4,98263,Action; Drama; Thriller,,,,,,,,,
The Souvenir,2019,6.4,10002,Drama; Mystery; Romance,,,,,,,,,
Gosford Park,2001,7.2,84085,Comedy; Drama; Mystery,,,,,,,,,
The Man Who Killed Don Quixote,2018,6.4,18173,Adventure; Comedy; Drama,,,,,,,,,
Per un pugno di dollari,1964,8,207415,Action; Drama; Western,,,,,,,,,
Black Lightning,1964,6.1,23938,Action; Drama; Sci-Fi,,,,,,,,,
Threesome,1964,7.1,502,Drama,,,,,,,,,
Bliss,2021,5.4,15550,Drama; Romance; Sci-Fi,,,,,,,,,
Rise of the Planet of the Apes,2011,7.5,509450,Action; Drama; Sci-Fi,,,,,,,,,
The Guns of Navarone,1961,7.5,48149,Action; Adventure; Drama,,,,,,,,,
A History of Violence,2005,7.4,230538,Action; Drama; Thriller,,,,,,,,,
Crawlspace,2016,5.1,6681,Horror; Thriller,,,,,,,,,
Our Friend,2019,7.3,8333,Drama; Romance,,,,,,,,,
Deepwater Horizon,2016,7.1,160723,Action; Drama; History,,,,,,,,,
AVP: Alien vs. Predator,2004,5.6,190952,Action; Adventure; Horror,,,,,,,,,
Seed of Chucky,2004,4.8,42598,Comedy; Fantasy; Horror,,,,,,,,,
Twitches,2005,5.8,7832,Comedy; Drama; Family,,,,,,,,,
The Cloverfield Paradox,2018,5.5,100296,Action; Horror; Sci-Fi,,,,,,,,,
Chicago,2002,7.2,222586,Comedy; Crime; Musical,,,,,,,,,
The Division,2022,No Rate,No Votes,Action; Adventure; Drama,,,,,,,,,
Burnt,2015,6.6,111659,Comedy; Drama,,,,,,,,,
Bunk'd,2015,5.4,2919,Comedy; Drama; Family,,,,,,,,,
Love You To Death,2019,6.1,671,Drama,,,,,,,,,
Casualty,2019,6.1,2855,Drama,,,,,,,,,
Tonari no Totoro,1988,8.2,312336,Animation; Family; Fantasy,,,,,,,,,
Namhansanseong,2017,6.8,1940,Action; Drama; History,,,,,,,,,
The Bank Job,2008,7.2,177698,Crime; Drama; Thriller,,,,,,,,,
Under Siege,1992,6.5,82410,Action; Thriller,,,,,,,,,
PAW Patrol,1992,6.1,2692,Animation; Adventure; Comedy,,,,,,,,,
A Million Ways to Die in the West,2014,6.1,183506,Comedy; Western,,,,,,,,,
Dogma,1999,7.3,212690,Adventure; Comedy; Drama,,,,,,,,,
Toy Story 3,2010,8.2,788356,Animation; Adventure; Comedy,,,,,,,,,
Walking Tall,2004,6.3,73727,Action; Crime,,,,,,,,,
Colossal,2016,6.2,62203,Action; Adventure; Comedy,,,,,,,,,
Freddy's Dead: The Final Nightmare,1991,4.9,44085,Fantasy; Horror,,,,,,,,,
Pánico en el Transiberiano,1972,6.6,10137,Adventure; Horror; Sci-Fi,,,,,,,,,
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,231796,Adventure; Drama; Fantasy,,,,,,,,,
The Basketball Diaries,1995,7.3,106405,Biography; Crime; Drama,,,,,,,,,
Val,2021,6.3,406,Comedy; Horror; Thriller,,,,,,,,,
The Nightingale,2018,7.3,25291,Adventure; Drama; Thriller,,,,,,,,,
Awakenings,1990,7.8,133265,Biography; Drama,,,,,,,,,
Rush Hour 2,2001,6.6,208957,Action; Comedy; Crime,,,,,,,,,
The Adam Project,2022,No Rate,No Votes,Action; Adventure; Sci-Fi,,,,,,,,,
The Good Son,1993,6.4,39550,Drama; Thriller,,,,,,,,,
The Amazing World of Gumball,1993,8.2,26128,Animation; Short; Adventure,,,,,,,,,
Filth,2013,7.1,105336,Comedy; Crime; Drama,,,,,,,,,
Overboard,1987,6.9,56044,Comedy; Romance,,,,,,,,,
Cartel,2021,8.9,4470,Action; Drama,,,,,,,,,
Les frères Sisters,2018,6.9,60263,Crime; Drama; Western,,,,,,,,,
The Disaster Artist,2017,7.4,145779,Biography; Comedy; Drama,,,,,,,,,
The Society,2019,7.1,24586,Drama; Mystery; Sci-Fi,,,,,,,,,
Mission: Impossible II,2000,6.1,326271,Action; Adventure; Thriller,,,,,,,,,
The Way Back,2020,6.7,39978,Drama; Sport,,,,,,,,,
Boy Erased,2018,6.9,36147,Biography; Drama,,,,,,,,,
Field of Dreams,1989,7.5,114628,Drama; Family; Fantasy,,,,,,,,,
Utopia,1989,8.4,43697,Drama; Mystery; Sci-Fi,,,,,,,,,
Ralph Breaks the Internet,2018,7,144995,Animation; Adventure; Comedy,,,,,,,,,
Masquerade,2021,3.8,407,Horror; Thriller,,,,,,,,,
The Princess and the Frog,2009,7.1,132841,Animation; Adventure; Comedy,,,,,,,,,
The Interview,2014,6.5,317400,Action; Adventure; Comedy,,,,,,,,,
The Hangover Part II,2011,6.5,478818,Comedy,,,,,,,,,
The Opposite Sex,1956,6.1,1591,Comedy; Musical; Romance,,,,,,,,,
The Borgias,1956,7.9,49647,Crime; Drama; History,,,,,,,,,
Nuovo Cinema Paradiso,1988,8.5,246276,Drama; Romance,,,,,,,,,
Rogue Hostage,2021,3.1,1462,Action; Thriller,,,,,,,,,
Lost in Space,2021,7.2,7117,Adventure; Comedy; Family,,,,,,,,,
Workaholics,2021,8.1,48387,Comedy,,,,,,,,,
Wonder Woman,2021,7.1,7854,Action; Adventure; Fantasy,,,,,,,,,
Boyhood,2014,7.9,345055,Drama,,,,,,,,,
31,2016,5.1,19664,Horror; Thriller,,,,,,,,,
Peppermint,2018,6.5,61430,Action; Crime; Drama,,,,,,,,,
Alexander,2004,5.6,166305,Action; Biography; Drama,,,,,,,,,
Killing Them Softly,2012,6.2,138664,Crime; Drama; Thriller,,,,,,,,,
The Invitation,2015,6.6,102032,Drama; Mystery; Thriller,,,,,,,,,
Steel Magnolias,1989,7.3,51343,Comedy; Drama; Romance,,,,,,,,,
Flipped,2010,7.7,86680,Comedy; Drama; Romance,,,,,,,,,
Counterpart,2010,8.1,24522,Drama; Sci-Fi; Thriller,,,,,,,,,
Never Let Me Go,2010,7.1,141000,Drama; Romance; Sci-Fi,,,,,,,,,
Leyla ile Mecnun,2010,9.1,91862,Adventure; Comedy; Drama,,,,,,,,,
Wizards of Waverly Place,2010,6.9,31729,Adventure; Comedy; Drama,,,,,,,,,
Inside Llewyn Davis,2013,7.5,146722,Comedy; Drama; Music,,,,,,,,,
Miseuteo Shunshain,2018,8.8,5743,Action; Drama; History,,,,,,,,,
Savages,2012,6.5,127478,Action; Crime; Drama,,,,,,,,,
House of Wax,1953,7.1,17302,Horror,,,,,,,,,
Predator 2,1990,6.3,154179,Action; Horror; Sci-Fi,,,,,,,,,
Violet,2021,6.5,104,Drama,,,,,,,,,
Loudermilk,2021,7.8,3731,Comedy; Drama,,,,,,,,,
Grease 2,1982,4.4,34394,Comedy; Drama; Musical,,,,,,,,,
The Slumber Party Massacre,1982,5.7,13183,Horror,,,,,,,,,
Bachelor in Paradise,1982,5.3,1640,Reality-TV; Romance,,,,,,,,,
Fairy Tail: Fearî teiru,1982,8,22572,Animation; Action; Adventure,,,,,,,,,
The Old Ways,2020,5.4,4377,Drama; Fantasy; Horror,,,,,,,,,
My Girl,1991,6.9,76653,Comedy; Drama; Family,,,,,,,,,
Invasion of the Body Snatchers,1978,7.4,56671,Horror; Sci-Fi,,,,,,,,,
History of Horror,1978,8.1,1861,Documentary; Horror,,,,,,,,,
Aurora Teagarden Mysteries,1978,7.7,662,Crime; Mystery,,,,,,,,,
Candy,1978,8.7,12326,Thriller,,,,,,,,,
One Hundred and One Dalmatians,1961,7.3,160308,Animation; Adventure; Comedy,,,,,,,,,
The Abyss,1989,7.5,170834,Adventure; Drama; Mystery,,,,,,,,,
The Chronicles of Riddick,2004,6.7,220724,Action; Adventure; Sci-Fi,,,,,,,,,
Geomeun Taeyang,2004,7.7,199,Action; Crime; Drama,,,,,,,,,
Virgin Territory,2007,4.8,7810,Adventure; Comedy; History,,,,,,,,,
Kljun,2007,7.3,273,Crime; Drama; Mystery,,,,,,,,,
Night of the Demons,1988,6.2,15114,Comedy; Fantasy; Horror,,,,,,,,,
Brazil,1985,7.9,195136,Drama; Sci-Fi,,,,,,,,,
Dune World,2021,1.2,261,Action; Fantasy; Sci-Fi,,,,,,,,,
21,2008,6.8,238789,Crime; Drama; History,,,,,,,,,
Serbuan maut,2011,7.6,197378,Action; Thriller,,,,,,,,,
Grace,2011,7.2,1847,Crime; Drama; Mystery,,,,,,,,,
Frailty,2001,7.2,80895,Crime; Drama; Thriller,,,,,,,,,
Secret Window,2004,6.5,188362,Drama; Mystery; Thriller,,,,,,,,,
RuPaul's Drag Race UK,2004,8.4,3004,Game-Show; Reality-TV,,,,,,,,,
Chernobyl,2021,5,7088,Drama; History; Romance,,,,,,,,,
Southbound,2015,5.9,18155,Horror,,,,,,,,,
DuckTales,2015,8.2,8343,Animation; Action; Adventure,,,,,,,,,
Street Fighter,1994,4,69538,Action; Adventure; Comedy,,,,,,,,,
The Politician,1994,7.5,20516,Comedy; Drama,,,,,,,,,
Cliffhanger,1993,6.4,124885,Action; Adventure; Thriller,,,,,,,,,
Predators,2010,6.4,218869,Action; Adventure; Sci-Fi,,,,,,,,,
Professor T,2010,6.9,1876,Crime; Drama; Mystery,,,,,,,,,
My Fair Lady,1964,7.8,90999,Drama; Family; Musical,,,,,,,,,
Geostorm,2017,5.3,101419,Action; Sci-Fi; Thriller,,,,,,,,,
The Flintstones,1994,4.9,78810,Comedy; Family; Fantasy,,,,,,,,,
The Cannonball Run,1981,6.3,34875,Action; Comedy; Sport,,,,,,,,,
Shrek the Third,2007,6.1,292031,Animation; Adventure; Comedy,,,,,,,,,
Nou fo,2021,7,849,Action; Adventure; Crime,,,,,,,,,
Knight Rider,2021,6.9,31905,Action; Crime; Drama,,,,,,,,,
Torchwood,2021,7.7,39684,Action; Drama; Mystery,,,,,,,,,
The Life & Times of Tim,2021,8.2,6150,Animation; Comedy,,,,,,,,,
Wayne's World,1992,7,150118,Comedy; Music,,,,,,,,,
The Curse of La Llorona,2019,5.3,45415,Horror; Mystery; Thriller,,,,,,,,,
The Fall,2006,7.9,109824,Adventure; Drama; Fantasy,,,,,,,,,
Sexy Beast,2000,7.3,58651,Crime; Drama; Thriller,,,,,,,,,
Silent Night,2021,7.2,121,Comedy; Drama; Horror,,,,,,,,,
LOL,2012,4.4,55130,Comedy; Drama; Romance,,,,,,,,,
Bridget Jones's Diary,2001,6.7,234631,Comedy; Drama; Romance,,,,,,,,,
The Tax Collector,2020,4.8,11784,Action; Crime; Drama,,,,,,,,,
The Invasion,2007,5.9,76596,Sci-Fi; Thriller,,,,,,,,,
Fantasy Island,2007,6.5,7458,Adventure; Comedy; Drama,,,,,,,,,
Love,2007,7.6,39782,Comedy; Drama; Romance,,,,,,,,,
50 First Dates,2004,6.8,339671,Comedy; Drama; Romance,,,,,,,,,
Bridge to Terabithia,2007,7.2,149441,Drama; Family; Fantasy,,,,,,,,,
Varsity Blues,1999,6.5,44132,Comedy; Drama; Romance,,,,,,,,,
The Perfect Storm,2000,6.4,161870,Action; Adventure; Drama,,,,,,,,,
Akira,1988,8,174733,Animation; Action; Drama,,,,,,,,,
All Creatures Great & Small,1988,8.4,3096,Comedy; Drama,,,,,,,,,
Thunder Force,2021,4.4,37594,Action; Adventure; Comedy,,,,,,,,,
Four Good Days,2020,6.6,3220,Drama,,,,,,,,,
Fatal Attraction,1987,6.9,81318,Drama; Thriller,,,,,,,,,
Seutateueob,1987,8.1,6860,Comedy; Drama; Romance,,,,,,,,,
Confissões de uma Garota Excluída,2021,5.1,509,Comedy; Drama,,,,,,,,,
Wall Street,1987,7.4,149491,Crime; Drama,,,,,,,,,
Singin' in the Rain,1952,8.3,229289,Comedy; Musical; Romance,,,,,,,,,
